Title,Year,Duration,IMDb Rating,Votes
228. Pimpinero: Blood and Oil,2024,2h 1m,5.7,490
229. Hunting with Tigers,2024,1h 49m,5.7,461
230. Big Rage,2024,1h 55m,6.5,87
231. Auron Mein Kahan Dum Tha,2024,2h 30m,6.6,40K
232. How to Rob a Bank,2024,1h 28m,6.6,4K
233. Toofan,2024,2h 25m,7.2,6K
234. 12 to Midnight,2024,1h 36m,3.6,239
235. Everybody Loves Jenifa,2024,2h 15m,8.3,61
236. Mission: Cross,2024,1h 45m,6.1,2.4K
237. Soodhu Kavvum 2: Naatum Naatu Makkalum,2024,2h 9m,3.6,154
238. Overlord: The Sacred Kingdom,2024,2h 15m,7.1,626
239. The Wolfman,2024,N/A,N/A,N/A
240. Cells at Work!,2024,1h 49m,6.6,64
241. Karma,2024,2h 47m,8.5,1.3K
242. Captain Miller,2024,2h 37m,6.5,8.5K
243. Striking Rescue,2024,1h 46m,6.0,227
244. London Calling,2024,1h 49m,N/A,N/A
245. The Firefighters,2024,1h 46m,7.2,40
246. Devil's Knight,2024,1h 30m,5.5,708
247. Martin,2024,2h 27m,2.3,36K
248. Matka,2024,2h 36m,4.7,531
249. Murder at Hollow Creek,2024,N/A,4.2,72
250. The Kingdom,2024,2h 13m,8.2,72
251. Fyre Rises,2024,1h 50m,6.6,317
252. The Twisters,2024,1h 26m,2.6,296
253. Handsome Guys,2024,1h 41m,6.5,576
254. Don't Mess with Grandma,2024,1h 21m,7.2,36
255. The Charisma Killers,2024,1h 41m,6.7,456
256. Spiders on a Plane,2024,1h 18m,6.2,340
257. Baby Assassins: Nice Days,2024,1h 43m,7.4,199
258. Next to Us,2024,2h 5m,4.9,185
259. Lisabi: The Uprising,2024,1h 47m,6.4,119
260. Mechanic Rocky,2024,2h 36m,6.9,3.4K
261. The Family Star,2024,2h 39m,5.4,5.2K
262. Drive Back,2024,1h 34m,4.9,232
263. Je Jatt Vigarh Gya,2024,2h 12m,5.6,798
264. Nice Girls,2024,1h 32m,4.2,1.1K
265. Bionic,2024,1h 50m,4.3,1.7K
266. Six jours,2024,1h 35m,6.4,83
267. Hagen,2024,2h 19m,6.5,612
268. Continental Split,2024,1h 28m,3.6,498
269. Rode College,2024,2h 48m,6.6,408
270. War of the Worlds: Extinction,2024,1h 24m,3.1,133
271. Operation Valentine,2024,2h 13m,5.3,1.4K
272. Orang Ikan,2024,1h 23m,6.5,28
